r_ID,Status_Description,MCAT,GPA_Science ,GPA_Overall,CASPer,Gender,Ethnicity
1540,Reject Before Interview,501,3.22,3.33,0.43,Male,Asian
1541,Reject Before Interview,,3.2,3.23,-2.29,Male,Hispanic
1542,Withdrawn Through Match,517,4,4,0.42,Female,Asian
1543,Reject Before Interview,506,3.59,3.73,-0.61,Female,Asian
1544,Reject Before Interview,508,3.9,3.84,,Male,White/Caucasian
1545,Reject Before Interview,500,3.33,3.57,-0.78,Male,African American
1546,Reject Before Interview,510,3.46,3.48,,Male,White/Caucasian
1547,Reject Before Interview,510,3.99,3.99,-0.49,Male,White/Caucasian
1548,Reject Before Interview,519,3.96,3.97,,Male,Asian
1549,Reject Before Interview,515,4,4,-1.53,Female,Multiple
1550,Reject Before Interview,513,3.94,3.97,1.2,Male,White/Caucasian
1551,Reject Before Interview,492,3.77,3.84,0.92,Female,White/Caucasian
1552,Reject Before Interview,498,3.91,3.86,0.16,Female,Hispanic
1553,Reject Before Interview,516,3.51,3.64,0.68,Male,Hispanic
1554,Reject Before Interview,506,3.7,3.78,0.95,Female,Asian
1555,Reject Before Interview,513,3.71,3.81,-0.07,Male,Hispanic
1556,Reject Before Interview,513,3.93,3.96,,Female,Asian
1557,Reject Before Interview,513,3.97,3.93,-0.4,Male,Asian
1558,Reject Before Interview,511,3.75,3.87,0.1,Female,Unreported
1559,Reject Before Interview,515,4,4,-0.15,Male,Asian
1560,Reject Before Interview,502,3.83,3.92,0.35,Female,Asian
1561,Withdrawn within Match Range,509,3.97,3.95,1.01,Male,Hispanic
1562,Reject Before Interview,514,3.95,3.97,,Female,White/Caucasian
1563,Prelim Reject,495,3.65,3.78,,Male,White/Caucasian
1564,Reject Before Interview,512,3.87,3.92,0.37,Male,White/Caucasian
1565,Reject Before Interview,502,3.41,3.58,-1.71,Male,Hispanic
1566,Reject Before Interview,500,3.46,3.68,,Female,White/Caucasian
1567,Withdrawal Before Interview,499,3.93,3.96,-0.23,Female,Hispanic
1568,Reject Before Interview,507,3.92,3.96,0.92,Female,White/Caucasian
1569,Reject Before Interview,522,3.77,3.86,1.74,Female,Asian
1570,Reject Before Interview,508,3.74,3.78,-0.33,Female,White/Caucasian
1571,Reject Before Interview,518,3.83,3.87,-0.42,Female,Multiple
1572,Reject After Interview,511,3.35,3.54,1.45,Male,Hispanic
1573,Reject Before Interview,512,3.63,3.72,1.73,Male,White/Caucasian
1574,Reject Before Interview,520,3.74,3.74,-0.92,Male,Asian
1575,Reject Before Interview,498,3,2.87,0.03,Female,White/Caucasian
1576,Reject Before Interview,510,3.69,3.78,,Female,Asian
1577,Reject Before Interview,512,3.4,3.6,0.7,Female,Asian
1578,Reject Before Interview,500,3.8,3.75,0.18,Female,Hispanic
1579,Reject Before Interview,520,4,4,1.52,Female,White/Caucasian
1580,Withdrawn Through Match,517,3.74,3.88,0.7,Male,White/Caucasian
1581,Reject After Interview,,3.67,3.79,,Female,White/Caucasian
1582,Reject Before Interview,512,3.51,3.54,-1.39,Male,White/Caucasian
1583,Reject Before Interview,504,2.83,3.32,0.36,Female,Unreported
1584,Reject After Interview,506,3.55,3.65,2.15,Female,White/Caucasian
1585,Reject Before Interview,511,3.81,3.78,-1.43,Male,White/Caucasian
1586,Reject Before Interview,511,3.82,3.87,0.66,Female,White/Caucasian
1587,Reject Before Interview,496,2.37,2.83,-0.49,Female,African American
1588,Reject Before Interview,509,3.78,3.87,0.69,Female,Asian
1589,Reject After Interview,515,4,4,-0.99,Male,Asian
1590,Reject Before Interview,521,3.81,3.85,-0.11,Female,Asian
1591,Reject Before Interview,504,3.83,3.9,-1.78,Male,White/Caucasian
1592,Withdrawal Before Interview,509,3.32,3.51,0.34,Female,African American
1593,Reject Before Interview,495,2.97,3.01,-0.68,Male,Hispanic
1594,Reject Before Interview,497,2.54,2.94,0.25,Female,Hispanic
1595,Withdrawn within Match Range,512,3.98,3.9,-1.71,Female,White/Caucasian
1596,Reject Before Interview,499,3.14,3.4,-0.44,Female,Asian
1597,Reject Before Interview,493,2.41,2.82,-0.44,Male,Asian
1598,Reject Before Interview,515,4,4,0.88,Male,White/Caucasian
1599,Reject Before Interview,513,2.7,3.16,,Female,African American
1600,Reject After Interview,514,3.96,3.98,-0.37,Male,White/Caucasian
1601,Reject Before Interview,499,2.81,2.86,0,Female,White/Caucasian
1602,Reject Before Interview,516,2.09,2.41,0.43,Male,Asian
1603,Reject Before Interview,503,3.64,3.78,-1.56,Female,White/Caucasian
1604,Reject Before Interview,505,3.65,3.64,0.11,Female,White/Caucasian
1605,Reject Before Interview,514,3.7,3.82,0.76,Female,Asian
1606,Reject Before Interview,501,2.78,3.16,-0.15,Female,Hispanic
1607,Reject Before Interview,503,3.41,3.66,,Male,Multiple
1608,Reject Before Interview,,2.15,2.85,,Male,Asian
1609,Reject Before Interview,504,3.22,3.21,0.38,Male,Hawaiian/Pacific Islander
1610,Reject Before Interview,501,3.89,3.86,,Male,White/Caucasian
1611,Reject Before Interview,507,3.94,3.95,0.71,Female,White/Caucasian
1612,Reject After Interview,502,3.68,3.76,-1.15,Male,White/Caucasian
1613,Reject Before Interview,515,3.73,3.72,0.87,Male,White/Caucasian
1614,Reject Before Interview,507,2.99,2.99,1.01,Male,White/Caucasian
1615,Reject Before Interview,512,3.71,3.83,-1.24,Male,Hispanic
1616,Reject Before Interview,523,3.94,3.94,0.26,Male,Unreported
1617,Reject Before Interview,483,2.83,2.86,-3.37,Female,Hispanic
1618,Reject Before Interview,489,3.53,3.64,-0.2,Female,White/Caucasian
1619,Reject Before Interview,490,2.96,2.98,0.09,Female,White/Caucasian
1620,Reject Before Interview,502,3.57,3.6,0.43,Male,Asian
1621,Reject Before Interview,494,2.69,2.97,0.81,Female,Asian
1622,Prelim Reject,500,0,0,-0.01,Male,International
1623,Reject Before Interview,492,3.39,3.53,-0.87,Female,Hispanic
1624,Reject Before Interview,515,3.37,3.56,0.59,Male,White/Caucasian
1625,Reject Before Interview,493,3,3.11,-1.76,Female,American Indian
1626,Reject Before Interview,,3.67,3.62,0,Male,White/Caucasian
1627,Reject Before Interview,509,3.53,3.65,0.8,Male,Asian
1628,Reject Before Interview,513,3.28,3.71,,Female,Multiple
1629,Reject Before Interview,498,2.99,3.26,-2.19,Male,African American
1630,Withdrawal After Interview,514,3.94,3.97,0.91,Male,White/Caucasian
1631,Reject Before Interview,515,3.56,3.54,0.36,Male,Asian
1632,Reject Before Interview,515,3.92,3.97,,Female,White/Caucasian
1633,Reject Before Interview,513,3.73,3.81,-1.4,Male,White/Caucasian
1634,Reject Before Interview,505,3.42,3.54,-2.16,Male,White/Caucasian
1635,Reject Before Interview,519,3.82,3.87,0.56,Male,White/Caucasian
1636,Reject Before Interview,508,3.63,3.74,-1.92,Male,Asian
1637,Reject Before Interview,500,3.4,3.44,1.43,Female,Asian
1638,Reject Before Interview,518,3.96,3.98,-0.38,Female,White/Caucasian
1639,Reject Before Interview,512,3.58,3.81,-0.18,Female,White/Caucasian
1640,Reject Before Interview,515,3.95,3.87,,Male,Asian
1641,Reject Before Interview,492,3.15,3.5,-0.59,Male,American Indian
1642,Reject Before Interview,503,3.72,3.78,0.44,Female,African American
1643,Reject After Interview,508,4,3.96,-1.1,Female,White/Caucasian
1644,Reject Before Interview,,3.41,3.51,,Male,Asian
1645,Reject Before Interview,510,3.45,3.59,-1.01,Male,Asian
1646,Reject Before Interview,515,3.97,3.94,0.04,Male,Unreported
1647,Reject Before Interview,507,2.22,2.57,0.11,Female,Hispanic
1648,Withdrawn Through Match,516,4,4,0.59,Female,Hispanic
1649,Waitlist Offered,511,3.73,3.89,-0.66,Male,White/Caucasian
1650,Reject Before Interview,510,3.86,3.88,-0.32,Female,White/Caucasian
1651,Reject Before Interview,497,3.49,3.5,-1.53,Male,White/Caucasian
1652,Reject Before Interview,511,3.81,3.9,1.09,Female,Hispanic
1653,Admitted,509,3.94,3.97,-2.36,Female,Asian
1654,Reject Before Interview,484,2.33,2.98,0,Female,African American
1655,Reject Before Interview,506,3.21,3.35,-3.23,Female,Asian
1656,Admitted,509,3.97,3.98,0.33,Female,White/Caucasian
1657,Reject Before Interview,504,3.46,3.39,-0.55,Female,Asian
1658,Admitted,517,3.73,3.69,0.76,Male,White/Caucasian
1659,Reject Before Interview,501,3.6,3.6,-0.76,Female,Hispanic
1660,Reject Before Interview,501,3.12,3.47,-0.06,Female,African American
1661,Reject After Interview,512,3.14,3.49,-1.74,Male,White/Caucasian
1662,Reject Before Interview,514,3.57,3.68,0.98,Female,White/Caucasian
1663,Waitlist Offered,503,3.47,3.69,-1.2,Male,White/Caucasian
1664,Withdrawn Through Match,518,4,4,0.91,Male,Asian
1665,Reject Before Interview,503,3.97,3.97,0.42,Female,White/Caucasian
1666,Withdrawn Through Match,502,3.88,3.91,-0.86,Female,White/Caucasian
1667,Deferred,,3.9,3.95,-0.66,Male,Asian
1668,Reject Before Interview,516,3.8,3.89,0.91,Female,Asian
1669,Reject Before Interview,494,2.99,3.4,0,Male,White/Caucasian
1670,Reject After Interview,514,3.56,3.68,,Male,White/Caucasian
1671,Reject Before Interview,510,3.08,3.41,-1.17,Female,White/Caucasian
1672,Reject Before Interview,506,3.32,3.45,-1.2,Male,White/Caucasian
1673,Reject Before Interview,491,2.85,3.22,1.55,Male,Hispanic
1674,Reject Before Interview,513,3.9,3.68,1.2,Female,Hispanic
1675,Admitted,504,3.71,3.86,-0.86,Male,White/Caucasian
1676,Reject Before Interview,505,3.52,3.63,0.45,Female,Asian
1677,Reject Before Interview,502,3.6,3.69,-2.62,Male,African American
1678,Reject Before Interview,505,3.9,3.9,1.3,Male,White/Caucasian
1679,Reject Before Interview,495,3.64,3.68,-0.91,Male,Hispanic
1680,Reject Before Interview,517,4,4,0.15,Female,Hispanic
1681,Admitted,513,3.87,3.95,-0.27,Male,White/Caucasian
1682,Reject Before Interview,512,3.74,3.85,0.44,Male,White/Caucasian
1683,Reject Before Interview,514,3.81,3.86,-0.66,Female,White/Caucasian
1684,Reject Before Interview,499,3.11,3.29,0,Male,Asian
1685,Withdrawn After Acceptance,508,3.89,3.93,0.81,Male,Hispanic
1686,Reject Before Interview,489,2.51,2.61,-1.36,Male,Hispanic
1687,Reject Before Interview,507,3.76,3.8,-1.05,Male,African American
1688,Reject After Interview,501,3.78,3.91,-1.31,Female,African American
1689,Admitted,,4,4,0.2,Male,Unreported
1690,Reject After Interview,510,3.6,3.71,-0.42,Female,Asian
1691,Reject Before Interview,487,2.26,2.67,-1.19,Male,Hispanic
1692,Reject Before Interview,494,3.95,3.93,-1.06,Male,White/Caucasian
1693,Reject Before Interview,501,3.38,3.67,-0.05,Female,Asian
1694,Reject Before Interview,516,3.29,3.5,-1.97,Male,Hispanic
1695,Reject Before Interview,510,3.66,3.77,0.02,Female,African American
1696,Reject Before Interview,508,3.52,3.66,0.01,Male,Asian
1697,Reject Before Interview,506,3.53,3.73,0,Female,Unreported
1698,Reject Before Interview,507,3.94,3.97,0.25,Female,White/Caucasian
1699,Reject Before Interview,520,3.94,3.93,1.9,Male,Asian
1700,Reject Before Interview,511,3.5,3.66,0.59,Female,Asian
1701,Reject Before Interview,479,2.3,2.82,,Female,African American
1702,Reject Before Interview,501,3.51,3.68,-1.4,Female,Asian
1703,Reject Before Interview,493,3.35,3.04,0.45,Male,Hispanic
1704,Reject Before Interview,504,3.14,3.27,-0.33,Male,Hispanic
1705,Withdrawn Through Match,508,3,3.35,0.81,Female,Hispanic
1706,Reject Before Interview,489,3.31,3.5,,Male,African American
1707,Reject Before Interview,515,4,4,-1.33,Female,Asian
1708,Reject Before Interview,480,2.36,2.91,,Male,African American
1709,Reject Before Interview,503,4,4,1.18,Male,Unreported
1710,Reject Before Interview,502,3.65,3.78,,Male,Hispanic
1711,Reject Before Interview,518,3.7,3.77,1.92,Male,Asian
1712,Reject Before Interview,513,3.95,3.94,,Female,White/Caucasian
1713,Reject Before Interview,502,2.99,3.17,-0.81,Female,African American
1714,Admitted,509,3.99,3.99,-1.04,Female,White/Caucasian
1715,Reject Before Interview,496,3.47,3.61,,Female,Asian
1716,Reject Before Interview,509,4,3.98,-0.15,Female,Hispanic
1717,Reject Before Interview,501,3.14,3.32,-1.06,Female,Hispanic
1718,Withdrawn After Acceptance,521,3.88,3.9,1.42,Female,Multiple
1719,Reject Before Interview,505,3.19,3.43,,Female,Asian
1720,Reject Before Interview,516,3.86,3.95,0,Female,Asian
1721,Reject Before Interview,519,3.18,3.13,0.11,Male,Hispanic
1722,Reject Before Interview,486,2.66,2.9,-0.06,Female,Asian
1723,Reject Before Interview,505,3.43,3.55,-0.4,Female,Asian
1724,Reject Before Interview,500,3.87,3.89,-0.51,Male,Asian
1725,Reject Before Interview,508,3.46,3.72,0.25,Male,White/Caucasian
1726,Reject After Interview,502,3.94,3.97,-0.81,Female,White/Caucasian
1727,Reject Before Interview,511,3.83,3.91,-2.05,Male,Asian
1728,Reject Before Interview,498,3.89,3.85,-1.4,Male,Hispanic
1729,Reject Before Interview,510,3.75,3.85,,Male,White/Caucasian
1730,Waitlist Offered,514,4,4,0.86,Female,Unreported
1731,Reject Before Interview,517,3.71,3.79,,Male,Asian
1732,Reject Before Interview,510,3.76,3.85,0.77,Male,White/Caucasian
1733,Reject Before Interview,506,3.04,3.43,-0.66,Male,Hispanic
1734,Reject Before Interview,483,3.73,3.83,,Female,Asian
1735,Reject Before Interview,505,3.37,3.6,-0.68,Female,Asian
1736,Reject Before Interview,514,3.94,3.96,-1.46,Male,Asian
1737,Reject Before Interview,513,3.61,3.71,-0.76,Female,Unreported
1738,Reject Before Interview,501,3.33,3.41,,Male,Asian
1739,Reject Before Interview,501,3.1,3.27,0.65,Male,White/Caucasian
1740,Withdrawn Through Match,514,4,4,2.4,Female,White/Caucasian
1741,Reject After Interview,511,3.78,3.68,1.42,Male,Asian
1742,Reject After Interview,525,3.9,3.89,-1.2,Male,Asian
1743,Reject Before Interview,516,3.67,3.71,0.42,Male,White/Caucasian
1744,Withdrawn Through Match,509,3.6,3.73,-0.07,Female,White/Caucasian
1745,Admitted,514,4,4,0.66,Male,White/Caucasian
1746,Reject Before Interview,515,3.92,3.8,0.83,Male,White/Caucasian
1747,Reject Before Interview,507,3.01,3.09,-1.32,Male,White/Caucasian
1748,Reject Before Interview,507,3.52,3.84,1.61,Male,White/Caucasian
1749,Reject Before Interview,486,2.91,2.99,,Male,African American
1750,Reject Before Interview,508,3.37,3.6,0.77,Female,White/Caucasian
1751,Reject Before Interview,504,2.56,2.62,1.09,Male,Asian
1752,Reject Before Interview,513,3.2,3.3,-0.24,Female,Hispanic
1753,Reject Before Interview,505,3.91,3.94,0.1,Female,White/Caucasian
1754,Reject Before Interview,500,3.88,3.94,-0.67,Female,White/Caucasian
1755,Reject Before Interview,511,3.87,3.91,-1.74,Male,White/Caucasian
1756,Reject Before Interview,505,3.5,3.69,-0.44,Male,Hispanic
1757,Reject Before Interview,505,3.34,3.33,,Male,Hispanic
1758,Reject Before Interview,508,3.95,3.97,1.06,Female,Asian
1759,Reject Before Interview,512,3.58,3.73,-0.55,Female,Asian
1760,Reject Before Interview,515,3.16,3.24,0.9,Male,Asian
1761,Withdrawn After Acceptance,513,4,4,-0.06,Female,Asian
1762,Reject Before Interview,498,3.25,3.46,-0.26,Female,Asian
1763,Reject Before Interview,501,3.41,3.73,-1.64,Female,African American
1764,Reject After Interview,500,3.42,3.47,-2.28,Male,White/Caucasian
1765,Reject After Interview,515,4,4,0,Male,Asian
1766,Reject Before Interview,506,3.78,3.87,-1.41,Female,White/Caucasian
1767,Reject Before Interview,501,3,3.38,-0.01,Male,Asian
1768,Admitted,515,3.95,3.97,-0.27,Male,Asian
1769,Reject Before Interview,498,3.28,3.42,-0.56,Female,Asian
1770,Reject Before Interview,499,3.49,3.68,-1.03,Female,Asian
1771,Reject Before Interview,505,3.86,3.87,,Female,Asian
1772,Reject Before Interview,524,3.81,3.88,,Female,White/Caucasian
1773,Reject Before Interview,487,2.18,2.64,-0.38,Male,Hispanic
1774,Admitted,503,3.91,3.89,0.27,Female,White/Caucasian
1775,Reject Before Interview,524,4,3.99,,Female,White/Caucasian
1776,Reject Before Interview,509,3.19,3.42,-2.31,Female,Multiple
1777,Admitted,512,4,3.97,0.42,Male,Asian
1778,Prelim Reject,494,3.11,3.18,,Male,Asian
1779,Admitted,504,3.48,3.64,-0.24,Female,White/Caucasian
1780,Reject Before Interview,514,3.06,3.24,-1.85,Male,Hispanic
1781,Reject Before Interview,506,3.28,3.41,1.57,Male,Asian
1782,Withdrawal Before Interview,508,3.78,3.88,-0.45,Female,White/Caucasian
1783,Reject Before Interview,492,3.51,3.63,,Female,African American
1784,Reject Before Interview,509,3.31,3.54,-0.11,Female,Multiple
1785,Reject Before Interview,512,3.95,3.97,1.38,Female,Asian
1786,Reject After Interview,512,3.72,3.81,-1.03,Decline to Answer,Asian
1787,Reject Before Interview,513,3.98,3.99,,Female,White/Caucasian
1788,Reject Before Interview,517,4,4,0.62,Male,White/Caucasian
1789,Reject Before Interview,507,3.96,3.98,-0.44,Male,White/Caucasian
1790,Reject Before Interview,508,3.33,3.4,-2,Male,Hispanic
1791,Reject Before Interview,515,3.8,3.88,-0.42,Female,White/Caucasian
1792,Withdrawn within Match Range,512,3.75,3.83,1.75,Male,Asian
1793,Reject Before Interview,,3.17,3.46,0,Female,African American
1794,Reject Before Interview,514,3.39,3.63,1.77,Female,White/Caucasian
1795,Reject Before Interview,515,3.89,3.92,,Male,White/Caucasian
1796,Reject Before Interview,512,3.95,3.97,,Female,Asian
1797,Reject Before Interview,499,4,3.99,0.58,Male,Asian
1798,Admitted,510,3.86,3.92,0.03,Male,White/Caucasian
1799,Reject Before Interview,513,3.6,3.76,-0.88,Female,White/Caucasian
1800,Reject Before Interview,507,3.55,3.62,-1.78,Male,White/Caucasian
1801,Reject Before Interview,508,3.67,3.73,-2.04,Male,White/Caucasian
1802,Withdrawal Before Interview,525,4,4,0.81,Female,Asian
1803,Reject Before Interview,516,3.68,3.81,-0.52,Female,Asian
1804,Reject Before Interview,516,3.94,3.97,-1.12,Male,White/Caucasian
1805,Reject Before Interview,502,2.97,3.31,-0.49,Female,African American
1806,Reject Before Interview,480,2.15,2.53,-2.57,Male,Hispanic
1807,Reject Before Interview,509,3.82,3.89,,Female,Asian
1808,Admitted,509,3.95,3.94,0.34,Male,Hispanic
1809,Reject Before Interview,501,3.61,3.65,0.02,Female,Asian
1810,Reject Before Interview,500,3.38,3.5,-1.19,Male,African American
1811,Withdrawn Through Match,512,3.96,3.97,,Female,Unreported
1812,Reject Before Interview,505,3.96,3.93,-1.78,Male,White/Caucasian
1813,Admitted,510,3.87,3.93,0.44,Female,Asian
1814,Reject Before Interview,517,3.46,3.56,0.59,Male,White/Caucasian
1815,Reject Before Interview,506,3.96,3.98,-0.18,Female,White/Caucasian
1816,Reject Before Interview,511,3.61,3.71,-0.27,Female,Unreported
1817,Reject Before Interview,488,2.8,3.21,1.34,Female,White/Caucasian
1818,Reject Before Interview,523,3.16,3.54,1.17,Male,Asian
1819,Reject Before Interview,517,3.73,3.8,-1.71,Male,Asian
1820,Reject Before Interview,505,3.93,3.65,-1.78,Male,Hispanic
1821,Reject Before Interview,495,3.87,3.85,-1.21,Female,Asian
1822,Admitted,523,3.79,3.83,0.43,Male,White/Caucasian
1823,Withdrawn within Match Range,505,3.74,3.74,0.66,Male,Hispanic
1824,Reject Before Interview,517,3.9,3.9,-0.98,Female,White/Caucasian
1825,Reject Before Interview,516,3.36,3.67,1.42,Female,Hispanic
1826,Reject Before Interview,520,4,4,0.59,Male,Asian
1827,Reject Before Interview,509,3.38,3.45,-0.95,Male,White/Caucasian
1828,Reject Before Interview,,3.36,3.44,,Female,Asian
1829,Reject Before Interview,512,3.11,3.44,0.51,Female,Asian
1830,Reject Before Interview,507,3.59,3.67,,Male,Multiple
1831,Reject Before Interview,499,4,4,-0.48,Female,African American
1832,Reject Before Interview,498,3.41,3.57,-0.8,Male,White/Caucasian
