Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
184,Declined Admissions Offer,514,3.62,3.81,4,0.58,Male,White/Caucasian
229,Withdrew Application After Interview,504,3.63,3.81,,-0.91,Female,African American
318,Withdrew Application After Interview,523,3.57,3.81,4,1.88,Male,Asian
337,Rejected without Interview,512,3.68,3.81,4,-1.4,Male,Hispanic
341,Withdrew Application After Interview,511,3.81,3.81,,-0.14,Female,Asian
360,Withdrew Application After Interview,510,3.77,3.81,,-0.03,Female,Asian
390,Withdrew Application After Interview,507,3.67,3.81,,-0.07,Female,White/Caucasian
401,Rejected without Interview,505,3.69,3.81,,-1.3,Female,Asian
493,Alternate Pool/Waitlist,511,3.7,3.81,,-0.4,Male,Asian
528,Rejected without Interview,500,3.6,3.81,,-2.01,Male,White/Caucasian
537,Rejected without Interview,502,3.75,3.81,,,Female,Unreported
543,Rejected without Interview,519,3.81,3.81,,-1.07,Male,Asian
587,Rejected without Interview,517,3.72,3.81,,-2.01,Female,Hispanic
598,Withdrew Application After Interview,518,3.48,3.81,,-0.19,Female,Asian
842,Rejected without Interview,505,3.8,3.81,4,-1.07,Male,White/Caucasian
913,Rejected without Interview,492,3.69,3.81,,-0.36,Female,African American
1012,Rejected without Interview,,3.71,3.81,,0.94,Female,Multiple
1177,Withdrew Application After Interview,514,3.68,3.81,,-0.88,Male,African American
1203,Rejected without Interview,506,3.62,3.81,,0.96,Female,White/Caucasian
1240,Rejected without Interview,513,3.69,3.81,,0.26,Female,Asian
1346,Offered Admissions-Matriculated,508,3.84,3.81,,-0.48,Female,White/Caucasian
1428,Alternate Pool/Waitlist,509,3.65,3.81,,0.51,Female,Asian
1508,Rejected without Interview,513,3.76,3.81,,0.04,Male,Asian
1599,Rejected without Interview,514,3.74,3.81,,-0.73,Female,Unreported
1663,Alternate Pool/Waitlist,500,3.69,3.81,,-0.98,Female,White/Caucasian
1692,Rejected without Interview,507,3.69,3.81,4,-1.07,Male,White/Caucasian
1699,Alternate Pool/Waitlist,513,3.57,3.81,,1.35,Male,White/Caucasian
1916,Withdrew Application After Interview,506,3.77,3.81,,-0.11,Female,Asian
1933,Rejected without Interview,513,3.66,3.81,,-0.31,Female,Asian
1967,Rejected without Interview,513,3.62,3.81,,-0.99,Female,White/Caucasian
1998,Rejected without Interview,515,3.76,3.81,,-0.07,Female,Unreported
2132,Rejected without Interview,513,3.54,3.81,,1.3,Female,Asian
2153,Rejected without Interview,505,3.76,3.81,,0.03,Female,White/Caucasian
2315,Rejected without Interview,521,3.75,3.81,,0.33,Male,White/Caucasian
2408,Rejected without Interview,506,3.82,3.81,,-2.32,Male,Hispanic
2475,Declined Admissions Offer,510,3.63,3.81,,0.53,Female,Hispanic
2487,Rejected without Interview,509,3.75,3.81,,-0.9,Female,White/Caucasian
2586,Rejected without Interview,501,3.64,3.81,,0.11,Female,Hispanic
2635,Rejected without Interview,509,3.67,3.81,,-0.15,Female,White/Caucasian
2638,Rejected without Interview,522,3.78,3.81,,1.11,Male,White/Caucasian
2661,Rejected without Interview,497,3.57,3.81,,0.71,Female,White/Caucasian
2737,Rejected without Interview,510,3.55,3.81,,1.12,Male,White/Caucasian
2860,Rejected without Interview,508,3.63,3.81,,-1.58,Female,White/Caucasian
2864,Rejected without Interview,514,3.64,3.81,,0.13,Male,Asian
2912,Withdrew Application After Interview,506,3.75,3.81,,-0.29,Female,African American
3130,Rejected without Interview,514,3.66,3.81,,-0.05,Female,White/Caucasian
3134,Rejected without Interview,505,3.7,3.81,,-1.75,Female,Hispanic
3171,Rejected without Interview,517,3.82,3.81,,-0.88,Male,White/Caucasian
3182,Rejected without Interview,512,3.8,3.81,,-0.65,Male,Asian
3261,Rejected without Interview,499,3.73,3.81,,-1.02,Female,White/Caucasian
3303,Rejected without Interview,501,3.73,3.81,,0.83,Female,White/Caucasian
3496,Rejected without Interview,520,3.71,3.81,,-0.6,Male,Asian
3566,Rejected without Interview,517,3.71,3.81,,-0.69,Male,White/Caucasian
3592,Withdrew Application Before Interview,498,3.77,3.81,,-1.01,Male,White/Caucasian
3719,Rejected without Interview,505,3.81,3.81,,,Male,White/Caucasian
3750,Rejected without Interview,,3.73,3.81,,,Female,Asian
3820,Rejected without Interview,510,3.78,3.81,,0.61,Female,White/Caucasian
3933,Rejected without Interview,512,3.63,3.81,,0.29,Female,White/Caucasian
3961,Rejected without Interview,513,3.78,3.81,,-1.08,Female,Asian
3963,Withdrew Application Before Interview,,3.75,3.81,,0.39,Female,Hispanic
4039,Rejected without Interview,498,3.74,3.81,,-0.13,Female,Hispanic
4101,Withdrew Application After Interview,513,3.71,3.81,3.93,0.04,Female,African American
4121,Rejected without Interview,509,3.77,3.81,,0.11,Female,White/Caucasian
4176,Rejected without Interview,495,3.82,3.81,,-2.53,Male,African American
4243,Rejected without Interview,502,3.9,3.81,,-1.56,Male,Hispanic
4248,Rejected without Interview,505,3.95,3.81,,-0.85,Male,Asian
4347,Rejected without Interview,495,3.73,3.81,,0.27,Female,Hispanic
4395,Alternate Pool/Waitlist,505,3.78,3.81,,-0.07,Female,White/Caucasian
4525,Rejected without Interview,482,3.57,3.81,,-0.16,Male,Hispanic
4933,Rejected without Interview,494,3.75,3.81,,,Male,Hispanic
5045,Rejected without Interview,503,3.92,3.81,3.79,-3.03,Male,White/Caucasian
5155,Rejected without Interview,502,3.7,3.81,,,Female,White/Caucasian
5175,Rejected without Interview,511,3.72,3.81,,-1.2,Female,Asian
5206,Rejected without Interview,501,3.58,3.81,,0.58,Female,White/Caucasian
5420,Rejected without Interview,509,3.73,3.81,,-0.77,Female,White/Caucasian
5448,Rejected without Interview,503,3.76,3.81,,-0.24,Male,White/Caucasian
5578,Alternate Pool/Waitlist,506,3.69,3.81,,0.71,Male,Asian
5689,Withdrew Application After Interview,518,3.7,3.81,,1.47,Male,Hispanic
5844,Rejected without Interview,509,3.8,3.81,,1.11,Male,White/Caucasian
6054,Alternate Pool/Waitlist,510,3.46,3.81,,-0.16,Female,White/Caucasian
6122,Rejected without Interview,496,3.74,3.81,4,-0.16,Male,White/Caucasian
117,Offered Admissions-Matriculated,504,3.77,3.8,,-0.15,Male,Hispanic
152,Withdrew Application After Interview,509,3.72,3.8,,-0.89,Female,Asian
198,Rejected without Interview,498,3.73,3.8,,-1.86,Female,Asian
220,Rejected without Interview,508,3.76,3.8,,-0.89,Male,White/Caucasian
303,Rejected without Interview,508,3.69,3.8,,-0.73,Male,White/Caucasian
389,Rejected without Interview,511,3.81,3.8,,1.42,Male,Asian
507,Rejected without Interview,495,3.67,3.8,,-0.87,Male,White/Caucasian
594,Alternate Pool/Waitlist,509,3.83,3.8,,-0.45,Male,Asian
605,Offered Admissions-Matriculated,510,3.69,3.8,,1.12,Male,Asian
614,Declined Admissions Offer,514,3.79,3.8,,-0.56,Male,Asian
695,Rejected without Interview,497,3.69,3.8,,-0.91,Male,Asian
737,Rejected without Interview,514,3.61,3.8,,,Female,White/Caucasian
783,Alternate Pool/Waitlist,500,3.79,3.8,,0.09,Male,Hispanic
799,Withdrew Application After Interview,518,3.73,3.8,,0.19,Female,White/Caucasian
970,Rejected without Interview,512,3.63,3.8,,-0.75,Male,Asian
992,Rejected without Interview,495,3.71,3.8,,-0.61,Female,Hispanic
1078,Rejected without Interview,513,3.69,3.8,,-1.15,Male,White/Caucasian
1113,Withdrew Application After Interview,516,3.74,3.8,,1.2,Female,Asian
1143,Offered Admissions-Matriculated,512,3.78,3.8,,1.29,Male,Asian
1186,Declined Admissions Offer,517,3.65,3.8,,2.2,Female,Asian
1202,Rejected without Interview,515,3.69,3.8,,-0.89,Male,White/Caucasian
1228,Rejected without Interview,489,3.75,3.8,,-0.48,Female,Asian
1236,Rejected without Interview,510,3.69,3.8,,-0.31,Female,White/Caucasian
1239,Withdrew Application After Interview,506,3.7,3.8,,-1.63,Female,White/Caucasian
1284,Declined Admissions Offer,523,3.69,3.8,,0.69,Female,Asian
1327,Declined Admissions Offer,508,3.82,3.8,,0.11,Male,Hispanic
1344,Rejected without Interview,495,3.69,3.8,,-0.48,Male,White/Caucasian
1356,Rejected without Interview,506,3.77,3.8,,-2.01,Male,White/Caucasian
1598,Rejected without Interview,513,3.66,3.8,,0.68,Male,Asian
1690,Alternate Pool/Waitlist,505,3.69,3.8,3.58,-0.02,Female,Asian
1711,Rejected without Interview,516,3.84,3.8,,0.61,Female,White/Caucasian
1858,Rejected without Interview,508,3.9,3.8,,1.64,Female,White/Caucasian
1881,Rejected without Interview,501,3.77,3.8,,-0.32,Male,Asian
1905,Rejected without Interview,510,3.62,3.8,,-0.19,Male,Asian
2042,Withdrew Application After Interview,511,3.66,3.8,,0.76,Female,White/Caucasian
2227,Rejected without Interview,517,3.58,3.8,,1.29,Female,Asian
2293,Withdrew Application After Interview,517,3.77,3.8,3.85,1.53,Male,White/Caucasian
2398,Rejected without Interview,517,3.7,3.8,,-1.86,Male,White/Caucasian
2462,Rejected without Interview,507,3.79,3.8,,0.01,Male,Multiple
2624,Rejected without Interview,503,3.63,3.8,,-1,Female,White/Caucasian
2801,Rejected without Interview,512,3.75,3.8,,-1.24,Male,Asian
2842,Rejected without Interview,513,3.89,3.8,,0.11,Male,White/Caucasian
2981,Rejected without Interview,496,3.63,3.8,,2,Female,Hispanic
3165,Rejected without Interview,501,3.67,3.8,,1.15,Female,Hispanic
3195,Rejected without Interview,510,3.82,3.8,,1.88,Male,Asian
3320,Rejected without Interview,,3.79,3.8,3.75,0.19,Male,Asian
3362,Declined Admissions Offer,511,3.64,3.8,,0.11,Female,Hispanic
3363,Rejected without Interview,517,3.78,3.8,,0.51,Male,White/Caucasian
3366,Rejected without Interview,494,3.69,3.8,,1.2,Female,White/Caucasian
3414,Withdrew Application After Interview,518,3.93,3.8,,1.36,Female,White/Caucasian
3447,Withdrew Application Before Interview,490,3.71,3.8,,1.09,Female,Hispanic
3694,Rejected without Interview,511,3.84,3.8,3.85,,Male,Asian
3781,Rejected without Interview,506,3.69,3.8,,-1.33,Male,White/Caucasian
3799,Rejected without Interview,508,3.57,3.8,,0.73,Female,White/Caucasian
3886,Declined Admissions Offer,509,3.65,3.8,,0.74,Male,Hispanic
3938,Rejected without Interview,498,3.79,3.8,,-1.08,Male,African American
3984,Rejected without Interview,507,3.7,3.8,,-0.71,Male,White/Caucasian
4009,Rejected without Interview,508,3.55,3.8,,2.48,Male,White/Caucasian
4026,Offered Admissions-Matriculated,502,3.73,3.8,,0.41,Female,Hispanic
4046,Rejected without Interview,506,3.73,3.8,,-0.68,Female,White/Caucasian
4247,Rejected without Interview,506,3.75,3.8,,0.96,Female,White/Caucasian
4262,Rejected without Interview,505,3.77,3.8,,-1.96,Female,Hispanic
4357,Rejected without Interview,492,3.61,3.8,,-0.38,Female,Asian
4418,Rejected without Interview,499,3.75,3.8,,0.61,Female,Hispanic
4578,Rejected without Interview,508,3.8,3.8,3.56,0.46,Male,White/Caucasian
4615,Rejected without Interview,495,3.68,3.8,3.92,-1.2,Female,Asian
4892,Rejected without Interview,498,3.7,3.8,,-0.67,Female,Asian
5055,Rejected without Interview,505,3.78,3.8,,,Male,Hispanic
5224,Rejected without Interview,489,3.57,3.8,,-0.79,Female,African American
5287,Rejected without Interview,500,3.68,3.8,,-1.16,Female,Asian
5313,Rejected without Interview,507,3.82,3.8,3.29,-0.61,Male,Asian
5324,Rejected without Interview,510,3.78,3.8,,-0.17,Male,White/Caucasian
5327,Rejected without Interview,501,3.88,3.8,,-2.13,Male,Hispanic
5409,Rejected without Interview,,3.67,3.8,,-1.2,Female,White/Caucasian
5443,Rejected without Interview,500,3.67,3.8,,-0.09,Female,Hispanic
5498,Rejected without Interview,519,3.69,3.8,,,Male,White/Caucasian
5542,Rejected without Interview,512,3.84,3.8,,-0.5,Male,Asian
5737,Withdrew Application After Interview,512,3.66,3.8,,0.96,Female,Hispanic
5821,Rejected without Interview,508,3.73,3.8,,0.3,Female,White/Caucasian
5934,Rejected without Interview,518,3.84,3.8,,0.23,Male,White/Caucasian
6076,Rejected without Interview,500,3.8,3.8,4,0.01,Female,African American
6077,Rejected without Interview,490,3.71,3.8,,-0.71,Female,African American
6135,Rejected without Interview,514,3.93,3.8,3.5,,Female,Asian
107,Rejected without Interview,513,3.68,3.79,,,Male,Asian
298,Declined Admissions Offer,508,3.57,3.79,,-0.07,Female,Hispanic
312,Rejected without Interview,497,3.76,3.79,,-2.24,Female,Asian
362,Withdrew Application After Interview,515,3.63,3.79,,0.45,Female,White/Caucasian
412,Alternate Pool/Waitlist,507,3.71,3.79,,-0.14,Male,Hispanic
420,Rejected without Interview,492,3.73,3.79,,-0.62,Female,White/Caucasian
438,Declined Admissions Offer,506,3.54,3.79,4,-0.15,Female,African American
483,Withdrew Application After Interview,511,3.7,3.79,,0.44,Male,Asian
500,Rejected without Interview,499,3.73,3.79,,-2.23,Female,White/Caucasian
545,Rejected without Interview,511,3.64,3.79,,0.85,Female,Unreported
576,Rejected without Interview,498,3.69,3.79,,-2.26,Female,Unreported
641,Alternate Pool/Waitlist,507,3.85,3.79,,-0.6,Female,White/Caucasian
784,Rejected without Interview,505,3.72,3.79,,0.11,Female,White/Caucasian
899,Rejected without Interview,508,3.78,3.79,,-0.81,Female,White/Caucasian
984,Declined Admissions Offer,523,3.61,3.79,,1.79,Female,Multiple
993,Rejected without Interview,502,3.68,3.79,,0.21,Female,Asian
1118,Withdrew Application After Interview,508,3.74,3.79,,-0.28,Female,Hispanic
1141,Rejected without Interview,524,3.8,3.79,4,1.86,Female,White/Caucasian
1195,Rejected without Interview,517,3.67,3.79,,0.89,Male,White/Caucasian
1277,Withdrew Application After Interview,505,3.79,3.79,,-1.99,Female,Hispanic
1559,Rejected without Interview,510,3.76,3.79,3.94,0.39,Male,White/Caucasian
1615,Rejected without Interview,521,3.73,3.79,4,-1.06,Female,Asian
1695,Alternate Pool/Waitlist,507,3.66,3.79,,0.21,Female,Hispanic
1754,Rejected without Interview,513,3.71,3.79,,-1.54,Male,White/Caucasian
1832,Rejected without Interview,506,3.66,3.79,,-0.75,Male,Asian
1840,Rejected without Interview,503,3.63,3.79,,1.16,Female,White/Caucasian
2021,Rejected without Interview,504,3.59,3.79,3.94,-0.84,Male,White/Caucasian
2119,Rejected without Interview,511,3.72,3.79,,0.26,Male,Asian
2131,Rejected without Interview,,3.54,3.79,,,Male,White/Caucasian
2145,Rejected without Interview,509,3.69,3.79,,0.02,Male,White/Caucasian
2195,Rejected without Interview,509,3.69,3.79,,0.58,Female,White/Caucasian
2423,Declined Admissions Offer,517,3.77,3.79,,0.09,Female,Asian
2501,Rejected without Interview,507,3.71,3.79,,0.82,Female,White/Caucasian
2522,Rejected without Interview,515,3.86,3.79,,1.54,Male,White/Caucasian
2597,Rejected without Interview,513,3.52,3.79,,0.67,Male,White/Caucasian
2645,Rejected without Interview,495,3.59,3.79,,0.54,Female,Hispanic
2656,Rejected without Interview,508,3.71,3.79,,-1.77,Female,Asian
2677,Declined Admissions Offer,515,3.47,3.79,,1.34,Male,Multiple
2806,Rejected without Interview,501,3.66,3.79,,-0.54,Female,African American
2807,Rejected without Interview,523,3.61,3.79,,-0.58,Female,White/Caucasian
2902,Rejected without Interview,507,3.86,3.79,,0.37,Female,White/Caucasian
2930,Rejected without Interview,517,4,3.79,,-0.19,Male,White/Caucasian
3089,Rejected without Interview,506,3.72,3.79,,-0.95,Male,Asian
3092,Rejected without Interview,521,3.62,3.79,,1.68,Female,White/Caucasian
3112,Rejected without Interview,513,3.63,3.79,3.8,0.27,Female,White/Caucasian
3173,Rejected without Interview,505,3.54,3.79,,-0.78,Female,White/Caucasian
3268,Rejected without Interview,514,3.89,3.79,,,Male,White/Caucasian
3299,Rejected without Interview,515,3.73,3.79,,,Male,Multiple
3371,Rejected without Interview,519,3.62,3.79,,1.66,Female,Asian
3499,Rejected without Interview,510,3.67,3.79,,-1.34,Male,Asian
3698,Rejected without Interview,507,3.68,3.79,,0.02,Female,Asian
3723,Rejected without Interview,,3.55,3.79,3.93,1.78,Female,White/Caucasian
3778,Withdrew Application Before Interview,,3.69,3.79,,,Female,Asian
3802,Rejected without Interview,498,3.53,3.79,,-0.17,Female,African American
3813,Rejected without Interview,510,3.58,3.79,,0.99,Male,Multiple
3830,Offered Admissions-Matriculated,508,3.7,3.79,3.61,0.45,Female,Hispanic
3837,Rejected without Interview,497,3.68,3.79,,0.02,Female,Hispanic
3885,Declined Admissions Offer,512,3.94,3.79,,0.66,Male,Asian
4020,Rejected without Interview,515,3.76,3.79,,0.71,Female,White/Caucasian
4161,Offered Admissions-Matriculated,507,3.71,3.79,,-0.33,Female,Hispanic
4310,Rejected without Interview,495,3.71,3.79,,,Male,Hispanic
4392,Rejected without Interview,,3.8,3.79,,-0.41,Male,White/Caucasian
4462,Withdrew Application Before Interview,516,3.67,3.79,,1.73,Female,White/Caucasian
4576,Rejected without Interview,508,3.84,3.79,,-0.65,Female,Hispanic
4958,Rejected without Interview,512,3.74,3.79,,,Male,White/Caucasian
5007,Rejected without Interview,503,3.71,3.79,3.83,,Male,White/Caucasian
5065,Withdrew Application After Interview,515,3.71,3.79,4,0.26,Female,Asian
5173,Rejected without Interview,511,3.63,3.79,,0.54,Female,White/Caucasian
5343,Rejected without Interview,513,3.69,3.79,3.88,0.35,Female,Multiple
5346,Rejected without Interview,490,3.88,3.79,,0.05,Female,African American
5407,Alternate Pool/Waitlist,512,3.81,3.79,,-0.94,Male,White/Caucasian
5669,Rejected without Interview,496,3.78,3.79,,-0.61,Female,African American
5781,Rejected without Interview,501,3.62,3.79,,-1.42,Female,White/Caucasian
5809,Alternate Pool/Waitlist,508,3.8,3.79,,-0.72,Male,Asian
5839,Rejected without Interview,,3.85,3.79,,,Female,White/Caucasian
5933,Rejected without Interview,516,3.87,3.79,,1.47,Male,White/Caucasian
6102,Rejected without Interview,506,3.8,3.79,,,Decline to Answer,Unreported
6199,Rejected without Interview,514,3.68,3.79,,-0.18,Female,Unreported
46,Withdrew Application Before Interview,496,3.67,3.78,,-0.2,Female,African American
124,Rejected without Interview,508,3.71,3.78,,-0.48,Male,White/Caucasian
181,Rejected without Interview,500,3.7,3.78,,-1.22,Female,Hispanic
213,Rejected without Interview,514,3.62,3.78,,0.28,Female,White/Caucasian
237,Rejected without Interview,504,3.72,3.78,,-0.9,Female,Asian
250,Withdrew Application After Interview,513,3.8,3.78,,-0.32,Male,White/Caucasian
255,Withdrew Application After Interview,508,3.75,3.78,,-1.07,Male,White/Caucasian
309,Withdrew Application After Interview ,511,3.7,3.78,,0.28,Female,Hispanic
541,Rejected without Interview,511,3.68,3.78,,-1.15,Male,White/Caucasian
571,Alternate Pool/Waitlist,506,3.71,3.78,,0.84,Female,Asian
575,Rejected without Interview,493,3.53,3.78,,-0.13,Female,White/Caucasian
812,Rejected without Interview,517,3.63,3.78,,-0.91,Male,Asian
891,Rejected without Interview,507,3.54,3.78,,-0.19,Female,White/Caucasian
972,Withdrew Application After Interview,514,3.64,3.78,,-0.07,Female,White/Caucasian
991,Rejected without Interview,511,3.61,3.78,,,Female,African American
