gender,status,JAMP,Ethnicity,GPA_O,GPA_S,GPA_G,highest_mcat_2015,CASPer Score
Male,RB,N,White/Caucasian,3.9,3.85,0,495,-0.61
Female,RB,N,Asian,3.9,3.87,0,505,0.22
Female,RB,N,Hispanic,3.54,3.1,0,492,-0.47
Female,RB,N,African American,3.76,3.64,0,491,
Female,RB,N,African American,3.68,3.66,3.67,,
Female,RB,N,White/Caucasian,3.95,3.92,0,506,-0.15
Female,RB,N,Asian,3.89,3.91,0,519,-0.67
Male,RB,N,Asian,3.83,3.75,0,519,0.61
Male,RB,N,White/Caucasian,3.95,3.93,0,497,-1.11
Female,RB,N,Hispanic,3.64,3.25,0,490,
Male,RB,N,White/Caucasian,3.64,3.25,0,508,-0.4
Male,RB,N,White/Caucasian,3.52,3.32,0,499,-0.02
Male,RB,N,Asian,3.79,3.7,0,511,0.44
Male,RB,N,International,3.87,3.68,3.9,510,0.58
Female,RB,N,White/Caucasian,3.76,3.57,3.59,502,-0.11
Female,RB,N,White/Caucasian,3.84,3.71,0,499,
Female,RB,N,White/Caucasian,3.94,3.94,0,502,1.61
Female,RB,N,White/Caucasian,3.68,3.49,0,510,-0.23
Female,RB,N,Multiple,3.76,3.62,0,510,0.59
Female,RB,N,White/Caucasian,1.95,1.39,0,483,-2.05
Male,RB,N,White/Caucasian,3.68,3.56,0,505,-0.54
Female,RB,N,White/Caucasian,3.8,3.79,0,505,-1.31
Male,RB,N,Hispanic,3.97,4,0,508,
Male,RB,N,White/Caucasian,3.55,3.36,0,494,-0.18
Female,RB,N,Asian,3.98,4,0,512,-0.06
Female,RB,N,White/Caucasian,3.8,3.73,0,508,0.3
Female,RB,N,Asian,3.94,3.91,0,508,0.2
Female,RB,N,Asian,3.75,3.77,0,514,-0.11
Male,RB,N,White/Caucasian,3.29,3.34,0,511,-1.48
Female,RB,N,Asian,4,4,0,495,-1.72
Female,RB,N,White/Caucasian,3.77,3.64,0,513,-0.15
Female,RB,N,White/Caucasian,3.77,3.64,0,513,-0.15
Female,RB,N,Unreported,3.54,3.37,0,508,-0.3
Female,RB,N,White/Caucasian,3.98,4,0,509,-1.49
Female,RB,N,White/Caucasian,3.9,3.83,0,511,1.52
Female,RB,N,Hispanic,3.3,3.06,4,503,-0.99
Male,RB,N,Asian,3.9,3.85,0,515,0.09
Male,RB,N,White/Caucasian,3.91,3.89,0,511,0.98
Female,RB,N,White/Caucasian,3.75,3.43,0,508,-0.88
Male,WM,N,White/Caucasian,3.88,3.92,0,521,1.26
Female,RB,N,White/Caucasian,3.97,4,0,502,-0.89
Female,RB,N,African American,3.33,3.11,0,510,-0.38
Male,RB,N,Asian,3.86,3.81,0,514,-0.07
Female,RB,N,Asian,3.47,3.42,0,507,0.37
Male,RB,N,Asian,3.77,3.7,0,511,
Female,RB,N,African American,2.66,2.46,3.2,502,-0.41
Female,RB,N,White/Caucasian,3.81,3.46,0,510,-0.16
Male,RB,N,White/Caucasian,3.45,3.43,3.52,506,-2.37
Female,RB,N,White/Caucasian,3.98,3.96,0,504,-0.38
Male,RB,N,Hispanic,3.74,3.78,0,519,0.95
Male,RB,N,Hispanic,3.34,3.26,3.83,496,-0.38
Female,RB,N,Hispanic,3.92,3.93,0,506,
Male,RB,N,Hispanic,3.68,3.51,2.69,510,0.47
Female,RB,N,African American,3.69,3.41,0,,
Male,WA,N,Hispanic,4,4,0,525,1.19
Male,RB,N,Hispanic,3.29,3.22,0,510,-0.28
Male,RB,N,African American,3.03,2.74,0,503,
Male,RB,N,White/Caucasian,3.91,3.87,0,508,-0.68
Female,WM,Y,Hispanic,3.98,4,0,508,-1.91
Female,RB,N,Hispanic,3.18,3.12,3.63,497,-1.24
Male,RB,N,Hispanic,3.75,3.57,0,483,
Male,RB,N,White/Caucasian,3.65,3.44,0,511,2.04
Female,RB,N,White/Caucasian,3.78,3.63,0,498,-0.99
Female,RB,N,White/Caucasian,3.45,3.42,0,510,1.93
Female,RAI,N,White/Caucasian,3.55,3.48,4,514,0.85
Male,RB,N,White/Caucasian,3.97,4,0,510,
Male,RB,N,White/Caucasian,3.96,3.92,0,513,1.56
Male,RAI,N,White/Caucasian,3.83,3.85,0,513,
Female,RB,N,Multiple,3.99,4,0,510,-1.31
Female,WA,N,Unreported,4,4,0,521,1.18
Male,WM,N,White/Caucasian,4,4,0,523,-0.45
Female,RB,N,Hispanic,3.66,3.63,0,501,-0.61
Male,WI,N,White/Caucasian,4,4,0,514,0.26
Male,RB,N,White/Caucasian,3.05,2.71,3.78,505,0.35
Male,RB,N,Hispanic,3.92,3.85,0,524,-0.09
Female,WB,N,White/Caucasian,3.32,3.5,0,,
Male,RB,N,White/Caucasian,3.46,3.39,0,514,0.91
Male,RB,N,White/Caucasian,3.53,3.33,0,510,1.12
Male,RB,N,White/Caucasian,3.59,3.36,0,,
Female,RB,N,Hispanic,3.51,3.49,3.42,490,
Male,RAI,N,Hispanic,3.62,3.35,0,511,-0.27
Female,WB,N,Hispanic,3.63,3.5,0,,
Female,RB,N,Hispanic,3.25,3.03,3.9,509,0.36
Male,OA,N,Hispanic,3.94,3.87,0,513,1.19
Female,RB,N,White/Caucasian,3.27,3.34,0,510,-1.57
Female,OA,N,White/Caucasian,3.8,3.73,0,518,0.19
Male,RB,N,White/Caucasian,3.67,3.48,0,,
Male,RB,N,Unreported,2.95,2.78,4,,
Female,WA,N,African American,3.84,3.77,0,512,0.54
Female,RB,N,Asian,3.93,3.97,0,509,-1.34
Male,RB,N,African American,2.62,2.93,0,496,-1.49
Male,RB,N,Hispanic,3.75,3.58,0,503,
Male,WB,N,White/Caucasian,3.39,3.26,0,,
Male,RB,N,White/Caucasian,3.82,3.67,0,504,0.44
Female,RB,N,African American,2.5,2.3,0,501,
Male,RB,N,African American,2.97,2.61,3.13,484,-0.68
Female,RB,N,White/Caucasian,3.58,3.32,0,480,
Male,WM,N,White/Caucasian,3.68,3.95,4,516,0.28
Female,RB,N,African American,3.57,3.48,0,502,
Female,RB,N,African American,3.61,3.75,0,,
Male,WI,N,Multiple,3.79,3.73,0,515,-0.05
Male,RB,N,White/Caucasian,3.5,3.29,0,510,-0.27
Male,RB,N,White/Caucasian,3.67,3.53,2,509,-0.52
Female,RB,N,White/Caucasian,3.45,2.96,0,493,-1.91
Male,WM,N,White/Caucasian,3.8,3.86,2.24,513,-1.02
Female,RB,N,White/Caucasian,3.89,3.83,0,510,0.2
Female,RB,N,Multiple,3.45,3.27,3.16,509,2.04
Male,WM,N,White/Caucasian,3.68,3.67,0,522,-1.18
Male,RB,N,African American,2.91,2.65,3.64,507,0.61
Male,WI,N,White/Caucasian,3.98,3.95,0,522,-0.35
Male,RB,N,Hispanic,3.44,3.11,0,512,0.06
Female,RB,N,Hispanic,3.71,3.53,0,503,
Female,RB,N,African American,3.9,3.77,0,502,-0.81
Female,RB,N,Asian,3.96,3.93,0,505,
Female,RB,N,White/Caucasian,3.94,3.92,0,510,
Female,RAI,N,White/Caucasian,3.95,3.92,0,512,-0.23
Male,RB,N,Unreported,3.41,3.11,1.2,511,1.66
Female,RB,N,White/Caucasian,3.68,3.45,0,498,
Male,WM,N,White/Caucasian,3.91,3.88,0,518,-0.27
Male,RB,N,African American,3.21,3.04,0,,
Female,WM,N,White/Caucasian,3.86,3.8,0,517,
Male,RAI,N,White/Caucasian,3.99,3.99,0,513,0
Female,RB,N,White/Caucasian,3.68,3.65,0,506,-0.23
Male,RB,N,White/Caucasian,3.89,3.81,0,512,-0.25
Male,RB,N,White/Caucasian,3.41,3.01,0,501,
Female,OA,N,White/Caucasian,3.85,3.81,0,522,-0.48
Male,RB,N,Asian,3.23,3.09,0,508,-1.02
Female,RB,N,Hispanic,3.78,3.73,0,,
Male,RB,N,Hispanic,2.96,2.75,3.61,511,
Male,RB,N,White/Caucasian,3.93,3.85,0,512,0.61
Male,WA,N,White/Caucasian,3.77,3.92,3.46,519,-0.35
Female,RB,N,African American,3.31,2.87,4,,
Male,RB,N,Asian,3.81,3.8,0,512,-0.65
Male,RB,N,White/Caucasian,3.86,3.98,0,505,0.95
Female,RB,N,White/Caucasian,3.93,3.86,0,504,0.44
Female,RB,N,African American,3.4,3.22,3.39,511,-0.56
Female,RAI,N,Asian,3.94,3.91,0,513,0.28
Female,RB,N,Hispanic,3.67,3.15,0,508,
Female,RB,N,African American,2.53,2.47,2.63,482,-2.12
Male,RB,N,White/Caucasian,3.57,3.42,0,491,
Male,RB,N,White/Caucasian,3.67,3.79,0,509,
Female,RB,N,Asian,3.66,3.6,3.9,495,-0.42
Male,RB,N,Hispanic,2.77,2.78,2.63,509,-0.16
Female,WM,Y,Hispanic,4,4,0,504,0.02
Female,RB,N,White/Caucasian,2.87,2.29,0,488,
Female,RB,N,Asian,3.82,3.71,0,504,0.75
Female,RB,N,Hispanic,3.74,3.49,0,505,0.01
Female,RB,N,Hispanic,3.89,3.68,4,498,-0.07
Female,RB,N,Hispanic,3.66,3.51,0,496,-0.2
Female,RB,N,White/Caucasian,3.73,3.63,0,,
Male,RB,N,White/Caucasian,3.26,3.43,3.08,506,
Male,RB,N,Hispanic,3.92,4,0,495,
Female,RB,N,Hispanic,3.74,3.61,0,504,-0.72
Female,RB,N,African American,3.4,3.19,0,476,
Female,RB,N,Hispanic,4,4,0,508,-0.75
Female,RB,N,Hispanic,3.2,2.82,3.87,494,
Female,RB,N,White/Caucasian,3.86,3.83,0,504,1.17
Male,RB,N,Hispanic,3.51,3.39,0,501,-1.38
Female,RB,N,Asian,3.28,3.17,3.42,508,0.68
Female,RB,N,African American,3.77,3.55,0,497,-2.23
Female,RB,N,Asian,3.68,3.57,0,507,1.37
Male,RB,N,Asian,3.82,3.82,0,522,1.42
Male,RAI,N,White/Caucasian,3.9,3.87,0,518,0.04
Female,RB,N,White/Caucasian,3.35,3.08,3.39,500,
Male,RB,N,White/Caucasian,3.68,3.54,0,510,0.96
Female,RB,N,Asian,3.62,3.4,0,501,0.1
Female,RB,N,Asian,3.55,3.34,0,514,1.97
Male,WM,N,Hispanic,3.97,3.95,0,511,0.34
Female,RB,N,Hispanic,3.79,3.84,0,508,-0.65
Female,RB,N,Hispanic,3.01,2.75,3.29,495,1.81
Female,RB,N,Hispanic,4,4,0,508,-0.09
Female,WA,N,Hispanic,3.8,3.66,0,512,0.96
Female,RB,N,Hispanic,3.81,3.64,0,501,0.41
Female,WM,N,Hispanic,3.99,3.98,0,517,-0.48
Male,RB,N,White/Caucasian,3.35,3.42,0,508,
Female,RB,N,Hispanic,3.21,2.98,0,508,
Female,RB,N,Asian,3.94,3.92,0,507,-1
Male,RB,N,Hispanic,3.56,3.45,0,492,-1.32
Male,RB,N,Hispanic,2.95,3,3.61,509,-0.28
Female,RB,N,Hispanic,3.84,3.73,0,488,-0.06
Female,RB,N,Hispanic,3.4,3.13,3.75,501,
Female,RB,N,Hispanic,2.63,2.23,0,,
Male,RB,N,Hispanic,3.29,3.19,3.55,493,-1.15
Male,RB,N,Hispanic,3.28,3.09,4,500,
Female,RB,N,Hispanic,3.73,3.6,3.86,,
Male,RB,N,Hispanic,3.73,3.5,0,491,
Male,RB,N,Hispanic,2.99,2.48,0,482,
Male,RB,N,Hispanic,3.95,4,0,503,-1.31
Female,RB,N,Hispanic,3.32,3.12,0,502,0.71
Female,RB,N,Hispanic,3.74,3.79,0,,
Female,RB,N,Hispanic,3.44,3.12,3.82,484,
Female,RB,N,African American,3.31,3.09,3.1,499,
Male,RB,N,White/Caucasian,3.95,3.92,0,515,0.2
Female,RB,N,Hispanic,3.59,3.35,3.96,501,-0.68
Female,RB,N,White/Caucasian,3.73,3.69,0,506,0.13
Male,RB,N,White/Caucasian,3.43,3.03,0,511,0.12
Female,OA,N,Asian,3.91,3.78,0,517,0.35
Male,RB,N,Asian,4,4,0,514,-0.23
Male,RB,N,Hispanic,2.92,2.77,0,487,-1.91
Male,RB,N,Asian,3.87,3.82,2.33,506,0.33
Female,RB,N,Asian,3.38,3.32,2.89,512,
Female,RB,N,White/Caucasian,3.26,3.04,0,491,0.86
Male,RB,N,White/Caucasian,3.71,3.93,0,506,0.57
Male,RB,N,White/Caucasian,4,4,0,510,-0.99
Male,RB,N,Hispanic,3.27,2.89,3.37,501,-0.72
Male,RB,N,White/Caucasian,3.9,3.94,0,508,
Female,RB,N,Hispanic,3.23,2.85,0,495,1.08
Male,RB,N,Hispanic,3.16,3.61,0,519,
Male,RB,N,Hispanic,3.87,3.75,0,500,
Male,WA,N,Hispanic,4,4,0,513,-0.48
Male,RB,N,Hispanic,3.48,3.4,0,505,1.87
Male,RB,N,Hispanic,2.99,3.19,0,502,-0.75
Male,RB,N,Hispanic,3.04,3.07,0,519,0.26
Female,RB,N,Hispanic,2.64,2.75,0,479,
Female,RB,N,Hispanic,3.78,3.63,0,494,
Female,RB,N,Hispanic,3.74,3.58,0,498,
Female,RB,N,White/Caucasian,3.7,3.52,1.75,499,-0.49
Female,RB,N,White/Caucasian,3.69,3.58,0,507,
Female,RB,N,Asian,3.93,3.96,0,512,-0.48
Male,RB,N,White/Caucasian,3.62,3.41,0,515,
Female,RB,N,Asian,4,4,0,517,0.42
Female,RB,N,White/Caucasian,3.9,3.92,3.71,509,
Male,RB,N,African American,3.03,2.92,0,,
Female,WA,N,African American,3.82,3.94,0,511,-1.7
Female,RB,N,Asian,3.92,3.97,0,513,0.05
Male,RB,N,White/Caucasian,3.61,3.44,3.84,505,0.75
Male,RB,N,Asian,3.54,3.2,0,503,
Male,RB,N,Asian,3.95,3.97,0,512,-1.06
Female,WM,N,White/Caucasian,3.75,3.76,0,512,2.26
Female,WI,N,Hispanic,3.97,3.95,0,509,0.27
Male,RAI,N,Asian,3.95,3.93,0,518,1.07
Male,RB,N,White/Caucasian,4,4,0,519,1.11
Female,RB,N,Asian,3.59,3.42,3,514,-0.16
Female,RB,N,Unreported,3.37,3.14,3.75,504,-0.49
Female,RB,N,Asian,3.78,3.69,0,491,-0.51
Female,RB,N,Asian,3.91,3.95,0,510,0.34
Female,RB,N,Asian,3.52,3.29,0,488,
Female,RB,N,Asian,3.91,3.87,0,510,-1.79
Male,RB,N,Unreported,3.55,3.71,0,511,0.53
Male,RB,N,Asian,3.89,3.83,0,515,-0.04
Female,RB,N,Asian,3.7,3.61,0,493,-1.07
Female,RB,N,Hispanic,2.5,2.05,0,500,-0.23
Male,RB,N,Multiple,3.71,3.81,0,506,0.33
Female,RB,N,Hispanic,3.54,3.25,0,497,
Female,RB,N,White/Caucasian,3.69,3.61,0,501,-0.72
Male,WM,N,White/Caucasian,3.78,3.8,0,513,-0.32
Male,RB,N,African American,3.16,3.22,0,479,-1.57
Female,RB,N,White/Caucasian,3.93,3.89,0,512,-2.33
Female,RB,N,White/Caucasian,3.69,3.28,0,508,1.89
Female,RB,N,Asian,3.94,3.83,4,508,1.65
Female,RB,N,Unreported,3.18,2.96,3.19,503,
Female,RB,N,Asian,3.24,3,0,504,
Female,RB,N,Asian,3.48,3.2,0,505,0.12
Male,RAI,N,White/Caucasian,3.97,3.98,0,510,0.36
Male,WM,N,White/Caucasian,3.99,3.98,0,514,
Male,RB,N,African American,2.42,2.3,2.78,499,-1.57
Male,WA,N,Hispanic,3.77,3.52,0,514,1.25
Female,RB,N,African American,3.56,3.52,0,481,-0.79
Male,WM,N,White/Caucasian,4,4,0,515,
Female,RB,N,White/Caucasian,3.66,3.31,0,492,-1.02
Male,WM,N,White/Caucasian,3.84,3.82,0,521,0.33
Female,RB,N,Asian,3.75,3.54,0,504,1.12
Female,RB,N,Hispanic,3.63,3.79,3,499,-0.72
Male,RB,N,Unreported,3.87,3.93,0,507,
Female,RB,N,Multiple,3.89,3.79,0,,
Female,RB,N,Unreported,3.63,3.48,3.94,507,-0.43
Female,RB,N,Asian,3.93,3.9,0,491,
Male,RB,N,Asian,3.77,3.68,0,511,
Female,RB,N,White/Caucasian,4,4,0,501,-0.65
Male,RB,N,Hispanic,1.91,1.68,0,508,-2.92
Female,RB,N,Unreported,3.94,3.87,0,516,
Male,RB,N,White/Caucasian,3.79,3.69,0,511,-1.15
Female,RB,N,Hispanic,3.3,3.22,4,503,1.07
Female,RB,N,Asian,3.65,3.49,0,500,-0.12
Female,RB,N,Multiple,3.9,3.9,0,506,0.47
Female,RB,N,Hispanic,3.3,3.26,0,492,-0.78
Female,RB,N,Hispanic,3.23,3.03,0,494,
Female,RB,N,White/Caucasian,3.19,2.99,4,508,
Male,RB,N,White/Caucasian,3.96,3.91,0,514,0.67
Female,RB,N,White/Caucasian,3.78,3.61,0,507,
Male,OA,N,White/Caucasian,3.73,3.68,0,518,0.02
Female,RB,N,White/Caucasian,3.49,3.37,3.74,508,-0.46
Female,RB,N,White/Caucasian,3.71,3.59,0,500,0.91
Female,RB,N,White/Caucasian,3.93,3.92,0,,
Male,WM,Y,African American,3.73,3.61,0,502,-0.65
Female,RB,N,Asian,3.63,4,2.97,508,-0.35
Female,WM,N,African American,3.61,3.35,0,513,0.61
Female,RB,N,White/Caucasian,3.62,3.49,0,511,1.18
Female,WB,N,Asian,3.9,3.86,0,504,
Male,RB,N,Asian,4,4,0,517,0.52
Female,RB,N,Asian,3.05,2.34,3.91,490,0.97
Male,RB,N,Asian,3.68,3.5,0,502,
Male,RB,N,White/Caucasian,3.22,3.15,0,,
Female,WM,N,Asian,3.94,3.88,0,517,0.1
Male,RB,N,Asian,3.9,3.93,0,513,0.33
Male,RB,N,Hispanic,2.85,2.95,3.68,510,1.08
Male,RB,N,Asian,3.97,3.94,0,517,0.47
Female,WM,N,Unreported,4,4,0,517,-0.44
Male,RB,N,Asian,3.63,3.59,3.96,508,-1.28
Female,RB,N,Asian,3.74,3.61,0,510,0.69
Female,WA,N,White/Caucasian,3.94,3.88,0,522,0.02
Male,RB,N,White/Caucasian,3.44,3.42,0,,
Male,WS,N,African American,3.6,3.45,0,509,0.13
Female,RB,N,White/Caucasian,4,4,0,513,-0.41
Female,RB,N,White/Caucasian,3.85,3.8,0,495,-0.15
Male,RB,N,Asian,3.42,3.34,0,498,0.31
Female,RB,N,White/Caucasian,3.79,3.54,0,505,-0.78
Female,RB,N,White/Caucasian,3.23,3.14,0,495,-1.3
Female,RB,N,White/Caucasian,3.6,3.34,0,503,
Male,RB,N,Hispanic,3.33,3.23,0,488,
Male,WM,N,Hispanic,3.97,3.95,0,514,-1.47
Female,RB,N,Hispanic,3.74,3.63,0,508,-1.4
Female,RB,N,Hispanic,2.96,2.63,0,492,-1.41
Male,RB,N,Hispanic,3.78,3.59,0,,
Male,RB,N,Hispanic,2.99,2.39,2,504,
Male,OA,N,White/Caucasian,4,4,0,519,-1.12
Male,RB,N,Hispanic,3.94,3.91,0,508,
Male,RB,N,Hispanic,3.98,3.97,0,500,
Female,RB,N,Hispanic,3.51,3.43,0,508,0.21
Male,RB,N,White/Caucasian,3.96,3.93,0,505,0.23
Male,RB,N,Hispanic,3.42,3.38,3.69,490,-0.6
Male,RB,N,Hispanic,3.81,3.75,0,494,0.26
Female,RB,N,Hispanic,3.95,3.95,0,495,
Male,RB,N,Hispanic,2.66,2.33,3.77,490,
Male,RB,N,Hispanic,3.42,3.39,0,501,
Female,RB,N,Hispanic,3.21,3.31,0,515,-0.28
Male,RB,N,Hispanic,3.19,3.07,0,498,
Male,RB,N,Hispanic,3.59,3.29,0,,
Female,RB,N,Hispanic,3.4,3.07,0,502,
Male,RB,N,Hispanic,2.96,2.6,0,,
Male,RB,N,Hispanic,3.36,3.62,3.62,480,-0.06
Female,RB,N,Hispanic,3.99,3.98,0,489,
Male,RB,N,Hispanic,3.25,3.08,3.86,503,
Male,RB,N,Hispanic,3.46,3.48,0,504,-0.24
Male,RB,N,Hispanic,3.16,2.83,0,498,-0.37
Female,RB,N,Hispanic,3.28,2.88,0,492,
Male,RB,N,Hispanic,3.18,3.08,0,504,
Male,WB,N,Hispanic,3.57,3.55,0,,
Male,RB,N,Hispanic,3.18,3.12,3.77,499,-0.66
Female,RB,N,Hispanic,3.58,3.39,0,489,
Female,RB,N,Hispanic,3.9,3.79,4,500,
Female,WM,N,Hispanic,3.84,3.8,3.67,512,0.28
Female,RB,N,Hispanic,3.52,3.5,0,504,
Female,RB,N,Hispanic,3.2,2.89,0,512,
Male,RB,N,Hispanic,4,4,0,508,-1.03
Male,RB,N,Unreported,3.93,3.89,0,506,-0.86
Male,RAI,N,White/Caucasian,3.96,4,0,520,2.36
Female,RB,N,African American,2.91,2.64,0,,
Male,RB,N,White/Caucasian,3.75,3.64,0,510,
Male,OA,N,White/Caucasian,3.84,3.94,0,519,0.57
Female,RB,N,White/Caucasian,3.75,3.31,0,505,0.47
Female,RB,N,White/Caucasian,2.96,2.85,0,498,-0.14
Female,WM,N,Asian,3.69,3.62,0,516,0.17
Male,RB,N,White/Caucasian,3.68,3.47,0,513,
Female,OA,N,Asian,3.9,3.95,0,516,
Female,RB,N,African American,3.45,3.24,0,495,
Female,RB,N,White/Caucasian,3.27,3.14,3.82,508,1.62
Male,RB,N,White/Caucasian,3.21,3.32,0,502,
Female,RB,N,Asian,3.3,3.31,0,490,
Male,WI,N,White/Caucasian,4,4,0,515,-0.89
Female,RB,N,Asian,3.74,3.65,0,510,-0.6
Female,RB,N,Asian,3.24,3.09,4,497,0.88
Female,RB,N,Asian,3.43,3.33,0,497,0.28
Male,WM,N,Asian,4,4,0,516,0.69
Female,RB,N,Asian,4,4,0,512,-0.41
Female,RB,N,Asian,3.87,3.82,0,511,0
Male,WM,N,White/Caucasian,3.98,3.95,0,516,0.93
Female,RB,N,White/Caucasian,3.32,2.76,3.08,509,-0.31
Male,WS,N,Hispanic,3.9,4,4,517,
Female,WM,N,White/Caucasian,3.76,3.67,0,514,0.13
Male,RB,N,White/Caucasian,3.21,3.04,3.74,511,0.59
Female,RB,N,Hispanic,3.41,3.04,0,488,0.12
Female,RB,N,African American,3.21,2.78,0,,
Male,RB,N,Hispanic,3.49,3.35,0,499,-0.11
Female,RB,N,African American,3.72,3.7,0,501,
Female,RB,N,White/Caucasian,3.7,3.57,0,487,-1.65
Female,RB,N,White/Caucasian,3.78,3.54,0,507,1.33
Female,RB,N,Hispanic,3.4,3.38,0,498,-1.24
Male,RB,N,White/Caucasian,3.6,3.29,0,506,
Male,RB,N,White/Caucasian,3.35,3.36,0,,
Female,RAI,N,White/Caucasian,3.82,3.71,0,513,0.78
Female,RB,N,African American,3.26,3.1,3.03,502,
Male,RB,N,White/Caucasian,3.72,3.55,3.93,512,-0.39
Female,RB,N,White/Caucasian,3.78,3.65,0,493,-0.31
Female,RB,N,African American,3.54,3.38,0,506,-1.48
Female,RB,N,White/Caucasian,3.86,3.76,2.4,503,-0.57
Male,RB,N,White/Caucasian,3.75,3.58,0,511,-1.2
Female,RB,N,White/Caucasian,3.56,3.17,4,502,0.83
Female,RB,N,Multiple,3.54,3.56,0,503,-0.14
Male,RB,N,White/Caucasian,3.98,4,0,514,-3.12
Male,WA,N,Multiple,3.98,3.96,0,520,-1.07
Male,RB,N,White/Caucasian,3.37,3.33,0,510,0.78
Female,RB,N,Asian,3.8,3.93,3.5,514,-0.05
Female,RB,N,African American,3.98,4,0,496,-1.66
Female,RB,N,White/Caucasian,3.65,3.5,3.77,501,-0.21
Male,RB,N,Hispanic,3.94,3.88,0,508,
Male,RB,N,White/Caucasian,3.72,3.63,0,512,1.73
Female,RB,N,White/Caucasian,3.32,3.33,0,498,1.04
Female,WI,N,White/Caucasian,3.9,3.95,0,514,0.52
Female,WA,N,Hispanic,4,4,0,514,-0.52
Male,RB,N,White/Caucasian,3.05,2.82,3.91,503,-0.38
Female,RB,N,Hispanic,3.49,3.24,0,500,-1.15
Male,RB,N,White/Caucasian,3.71,3.74,0,495,
Male,RB,N,White/Caucasian,3.84,3.76,0,508,-0.47
Male,RB,N,White/Caucasian,3.21,2.86,0,,
Male,RB,N,White/Caucasian,3.98,3.96,0,,
Female,RB,N,White/Caucasian,3.66,3.53,0,502,-1.96
Male,RB,N,White/Caucasian,3.58,3.24,0,514,0.52
Female,RB,N,African American,3.86,3.83,0,504,-1.52
Female,RAI,N,White/Caucasian,3.89,3.78,0,514,0.09
Female,RB,N,White/Caucasian,3.95,3.96,0,,
Male,RB,N,Asian,4,4,0,515,0.42
Female,RB,N,Asian,3.04,2.94,3.56,507,-1.15
Female,RB,N,Hispanic,3.43,3.05,4,493,
Male,RB,N,Hispanic,3.86,3.79,0,503,0.97
Male,RB,N,Hispanic,3.38,3.23,0,481,-1.3
Male,RB,N,Hispanic,3.07,2.69,0,478,
Male,RB,N,African American,3.64,3.57,3.14,500,-1.52
Female,RAI,N,White/Caucasian,4,4,0,519,1.82
Male,RB,N,Hispanic,3.54,3.44,0,510,
Male,RB,N,White/Caucasian,3.37,3.64,0,493,-2.01
Male,RB,N,White/Caucasian,3.48,3.37,0,508,-0.18
Male,RB,N,African American,3.17,2.92,0,498,
Male,WM,N,White/Caucasian,3.97,4,0,521,0.21
Female,RB,N,White/Caucasian,3.44,3.18,3.8,513,-0.1
Female,RB,N,Asian,3.74,3.66,0,512,0.59
Male,RB,N,Unreported,2.82,2.66,3.29,484,
Male,RB,N,White/Caucasian,3.93,3.99,0,512,-0.48
Male,RB,N,White/Caucasian,3.65,3.5,4,514,0.29
Female,RB,N,Asian,3.67,3.69,0,507,0.45
Female,RB,N,Asian,3.88,3.78,2,510,0.12
Male,RB,N,Asian,3.34,3.24,0,505,0.81
Female,RB,N,Asian,3.93,3.94,0,513,-1.39
Male,RB,N,Asian,3.53,3.46,2.55,503,1.2
Male,WA,N,Asian,4,4,0,520,1.61
Female,RB,N,Unreported,3.33,3.23,0,501,
Male,RB,N,Hispanic,3.45,3.24,0,487,
Female,RB,N,White/Caucasian,3.47,3.39,4,515,-0.14
Male,RB,N,White/Caucasian,3.55,3.61,0,511,-0.36
Male,RB,N,Hispanic,3.94,3.95,0,505,0.34
Female,RB,N,Hispanic,3.72,3.72,0,,
Female,RB,N,Hispanic,3.61,3.52,0,486,-0.23
Female,DF,N,Hispanic,3.87,3.86,0,515,-0.93
Male,RB,N,Hispanic,3.13,2.93,1.8,499,
Male,RB,N,Hispanic,2.8,2.75,0,,
Male,RB,N,Hispanic,3.48,3.33,0,489,0.59
Female,WM,N,White/Caucasian,3.79,3.63,0,515,0.45
Female,RAI,N,White/Caucasian,4,4,0,515,-1.15
Male,RB,N,Hispanic,3.61,3.42,4,503,
Female,RB,N,Asian,3.62,3.37,0,510,0.58
Female,RB,N,Asian,4,4,0,509,-0.34
Male,RB,N,Asian,3.8,3.78,0,512,1.29
Female,RB,N,White/Caucasian,3.52,3.49,0,499,
Female,RB,N,White/Caucasian,3.88,3.93,0,510,0.29
Male,RB,N,White/Caucasian,3.59,3.41,0,504,-1.93
Male,RB,N,African American,3.08,2.62,3.81,481,
Male,OA,N,Multiple,3.87,3.77,0,520,0.02
Female,WM,N,White/Caucasian,3.93,3.89,0,519,1.1
Female,RB,N,White/Caucasian,3.85,3.78,0,512,1.46
Female,RB,N,Multiple,3.23,3,0,501,
Male,RB,N,White/Caucasian,3.24,3.1,3.06,513,0.02
Female,RB,N,Asian,3.33,3.31,0,492,
Female,WM,N,African American,3.56,3.42,0,509,1.17
Male,RB,N,White/Caucasian,3.47,3.27,0,504,0.33
Male,RB,N,Asian,3.6,3.51,0,516,-1.39
Female,RB,N,African American,3.69,3.79,0,493,-0.24
Female,WA,N,White/Caucasian,3.94,3.92,3.85,527,-0.18
Female,WA,N,White/Caucasian,3.94,3.92,3.85,527,-0.18
Male,RB,N,White/Caucasian,3.81,3.55,0,510,1.12
Male,RB,N,White/Caucasian,3.44,3.4,0,496,
Male,RB,N,White/Caucasian,3.1,2.76,4,507,0.19
Female,RB,N,African American,3.26,2.89,0,486,-0.64
